"g1_1","g1_2","g1_3","g1_4","g1_5","g1_6","g1_7","g1_8","g1_9","g1_10","g1_11","g1_12","g1_13","g1_14","g1_15","g1_16","g1_17","g1_18","g1_19","g1_20","g1_21","g2_1","g2_2","g2_3","g2_4","g2_5","g2_6","g2_7","g2_8","g2_9","g2_10","g2_11","g2_12","g2_13","g2_14","g2_15","g2_16","g2_17","g2_18","g2_19","g2_20","g2_21","c_1","c_2","c_3","c_4","c_5","c_6","c_7","c_8","c_9","c_10","c_11","c_12","c_13","c_14","c_15","c_16","c_17","c_18","c_19","c_20","c_21","c_22","c_23","c_24","c_25","c_26","c_27","c_28","target"
1.36,16,17,33,2,14,1,12,4,13,8,21,4.76343352522592,4.12016468648322,13.3479381057536,5.3538045321216,1.9493840314368,0.3432267776,0.0104562483026746,0.0550232200564072,0.40109599622835,9,16,6,22,9,13,6,7,9,7,-2,5,3.47737832102226,3.07659093863832,4.591063384064,1.3037935796224,0.6973462544384,0.0368780450948249,0.0241131004268169,0.355129296445101,4.75,1.57,9,-5,4,0,1,0,0,0.00980049085505718,10,1,11,5,-6,6,-9,15,1,16,1.28605520420366,1.0435737478449,1.2520377769984,-0.9605668020224,0,0.420073719398401,0.7627411480576,0.0459666997832493,2.37,"1"
3.75,14,9,23,17,15,16,12,24,-1,-12,-13,2.31671728043336,2.32169684461733,7.26555491288275,3.76071967426328,1.01927901419305,1.39342563602977,0.606530659712633,0.000135708683873295,0.517609421352668,2,20,12,32,11,33,22,16,23,11,-7,4,3.7637846009763,3.57299646344594,7.82196340844888,1.64906075535603,1.55521047677284,0.457833361771614,0.00261890234836329,0.624397662802516,3.5,1.87,1,5,6,0,0,1,0,2.00237772851078,2,-11,-9,-8,0,-10,-9,6,-23,-17,-1.44706732054294,-1.25129961882861,-0.535931462579796,-0.255635119326266,0,-5.261659512202,-4.06124373418561,-0.106788241449848,1.87,"1"
2.87,29,14,43,5,23,3,12,13,20,-1,19,2.98126792475415,2.63334724339343,6,3.4,0.76,0,0.12184567426908,0.0884781190420873,0.566666666666667,2.5,28,23,51,2,24,8,17,9,16,8,24,5,4.76487740685821,7.25198776984706,2.04338308419828,0.87298362142708,0.0358926685781436,0.313486180882605,0.471352670307836,3,2.19,0,1,1,0,1,0,1,3.38681646671221,6,-14,-8,14,-14,4,-11,12,-17,-5,-2.01873207524585,-2.13153016346477,-0.112983621427081,-2.04338308419828,0,-9.38548145937276,-3.85198776984706,0.0953139963588305,1.59,"1"
2.7,1,1,2,18,2,8,1,6,-6,-5,-11,1.86745842584658,2.25737686810803,6.224,1.661056,0.416,2.155072,0.00816031733048672,0.00351751677491213,0.266879177377892,3,3,1,4,19,5,5,2,5,0,-3,-3,2.41957722186503,2.33452184381234,2.419776,1.08672,1.07136,0.00816031733048672,0.00307331037587031,0.318193294283983,3.1,2.4,-1,1,0,0,0,1,0,2.51236045117037,0,-2,-2,-3,6,-4,1,-3,-5,-8,-0.552118796018449,-0.0771449757043157,-0.65536,1.068352,0,-1.380736,-0.75872,-0.0513141169060909,1.53,"2"
2.63,18,5,23,17,22,24,11,24,-2,-13,-15,2.6096276990775,2.34179080938885,6.51506630289093,3.81024868957322,1.4985479025389,1.6636669533143,0.546074426639709,0.000271920721289535,0.584836517762298,2.88,10,11,21,19,17,27,13,24,-10,-11,-21,1.96305184165563,2.12617530068263,6.63359925427121,1.40186387206688,2.41606539186177,0.538542485823935,0.000122181856019035,0.580163143204122,3.4,1.82,1,2,3,0,0,0,0,2.70381217606864,7,-5,2,-2,11,-16,7,9,-3,6,0.646575857421868,0.215615508706221,-0.917517489322868,0.261803081247416,0,-4.91895761258085,-2.82335056469799,0.0046733745581764,1.97,"2"
1.5,1,1,2,16,0,0,1,2,0,-1,-1,2.43275862068966,2.48655172413793,9.016,4.272,0.16,0.36,0.0030780092997085,0.00272578178073426,0.473824312333629,6,3,0,3,20,5,3,0,1,2,-1,1,2.63289098002229,2.48742754179885,4.464,0.96,0.608,0.0030780092997085,0.00257991197202718,0.557442557442557,4,1.91,9,-5,4,0,1,1,0,2.90028776949202,1,-2,-1,-1,0,-2,-3,1,-3,-2,-0.200132359332638,-0.000875817660920486,-0.448,-0.6,1,1.008,-0.192,-0.0836182451089283,1.82,"1"
1.25,36,31,67,3,38,10,37,25,28,12,40,4.90104430766458,4.92398352558516,14.3046268833761,5.45281727484967,2.08854901259235,0.682449387540465,0.0131219061234119,0.182683524052735,0.381192555339322,12,23,15,38,10,25,28,16,25,-3,-9,-12,3.21958967132652,3.18629648391704,4.396977983488,1.632523132928,1.787748491264,0.778692623807212,1.47391992152865e-05,0.320708693008564,7,1.38,3,-2,1,0,1,0,0,2.91992267599126,21,8,29,13,-6,9,0,37,15,52,1.68145463633806,1.73768704166812,0.300800521328354,-0.950073745387535,0,0.59443417784005,1.05583929136167,0.0604838623307576,3.02,"1"
1.29,44,25,69,1,39,9,23,15,30,8,38,4.92901881002437,4.93186467490659,18.4393678832044,5.59066082136236,2.12831085041831,0.538410372642318,0.00257525800039975,0.882496902584595,0.303191565826648,13,30,10,40,10,22,15,15,30,7,-15,-8,3.7803239984506,3.17870006058082,4.32899498404827,1.72867875100031,0.892113986565005,0.666143610703488,0.00527382169461737,0.389403260457355,6,1.79,9,-4,5,0,1,0,0,2.49159876255809,34,-5,29,9,-6,8,-7,45,1,46,1.14869481157377,1.75316461432578,1.2361968638533,-1.19026837835799,0,7.32237061162575,1.2616658373141,-0.0862116946307072,2,"1"
4.5,24,8,32,10,19,7,9,23,12,-14,-2,3.25740746361593,3.24288598716182,11.8963139617596,5.21015464448483,1.01552864250362,1.32683172750183,0.367419879156076,0.00210171836458962,0.437963781153786,1.8,26,25,51,2,31,16,24,13,15,11,26,4.89,4.81896674952714,7.52115949593031,1.47677230638393,1.35492006831385,0.0213864015611571,0.295230166924014,0.663123706706326,3.4,2,-9,6,-3,0,0,0,1,2.01618574248753,-1,-18,-19,6,-17,-7,-8,1,-29,-28,-1.63259253638407,-1.57608076236532,-0.339391425810233,-0.149940578882092,0,0.554298256594755,-2.31100485144548,-0.225159925552541,1.71,"2"
4.33,13,8,21,19,12,19,9,25,-7,-16,-23,1.97770727455733,2.10982992280364,11.1271358559982,4.59278499773328,0.599789525003285,1.53510099122589,0.665773633700669,0.000361589849830226,0.412755362850854,1.72,28,20,48,5,28,12,22,19,16,3,19,3.02808898250828,2.87319032906155,5.07909376,1.3674112,1.38162688,0.135260117849355,0.35345468195878,0.540203630652746,3.25,1.8,-5,10,5,0,0,1,0,2.04902369124517,-7,-20,-27,-7,-3,-3,-3,-10,-32,-42,-1.05038170795094,-0.76336040625791,-0.781837354996714,0.167689791225886,0,1.7249521759982,-0.486308762266717,-0.127448267801893,1.8,"2"
1.28,0,3,3,17,0,0,2,1,0,1,1,2.675,2.535,3,1,0.4,0.2,0.00153381067932446,0.0014663191470429,0.333333333333333,9.5,0,0,0,11,0,2,0,0,-2,0,-2,2.38,2.476,1.2,0,0.4,0.00153381067932446,0.0014663191470429,0.4,5.75,1.53,6,0,6,0,1,0,0,0.201875195219718,0,3,3,0,0,0,1,0,3,3,0.295,0.0589999999999997,0,0.2,0,0,-0.2,-0.0666666666666667,2.4,"1"
5,11,8,19,20,9,22,10,28,-13,-18,-31,1.4640501287746,1.82519313040439,8.98444153592982,4.49303123268996,0.42269597842518,2.0566328576821,0.590242256439626,3.34653494236657e-05,0.500090207579604,1.615,31,23,54,4,33,12,24,19,21,5,26,3.66993084828601,3.08914387565437,6.5306200064,2.195143168,0.8842412032,0.155586169592454,0.406569659740599,0.594915140274431,3.4,1.8,-9,8,-1,0,0,1,0,3.63547492402437,-12,-23,-35,-10,-2,-2,-5,-18,-39,-57,-2.20588071951141,-1.26395074524998,-0.46154522477482,-0.138510310317897,0,-1.99295601927018,-2.03758877371004,-0.0948249326948271,1.9,"2"
5,15,7,22,11,15,12,10,15,3,-5,-2,3.18349525833556,2.88836407136353,8.15436828364091,4.48619400019203,1.4946535237894,1.16812806638461,0.195169105430624,0.0267826764926382,0.550158374523274,1.8,22,20,42,2,16,6,14,6,10,8,18,4.79665339993741,4.38172273732426,7.37504178190145,1.77720488802129,0.658896867107537,0.0493464777306528,0.193980042290892,0.475315872505541,3.6,1.96,2,11,13,0,0,0,1,2.04439834256683,-5,-15,-20,9,-2,4,-1,-5,-15,-20,-1.61315814160185,-1.49335866596072,0.835756656681864,-0.609076821636678,0,-7.36171735226531,-2.88884778170943,0.0748425020177337,1.79,"2"
2.7,4,5,9,20,4,10,4,8,-6,-4,-10,2.11073438182694,2.27564593178997,8.39095490294579,1.69588766785536,0.4561822162944,1.23105145749504,0.0861857869050292,0.000728152539089461,0.202109019470476,3,8,5,13,17,8,12,4,9,-4,-5,-9,2.24918309797308,2.36377529114307,3.33452691393741,0.738838877831168,1.4165792980992,0.0889216174593863,0.00176430223683434,0.349712492298282,3.1,2.63,5,1,6,0,0,0,0,2.15344017460667,-1,-3,-4,-5,6,-8,0,-1,0,-1,-0.138448716146139,-0.0881293593530996,-0.9603970818048,0.492212579663872,0,-1.14409742539162,-1.63863924608205,-0.147603472827805,1.48,"1"
2.1,4,4,8,16,3,3,6,2,0,4,4,2.92303734380336,2.65702308003429,8.656192,4.377344,1.105536,0.540992,0.00816031733048672,0.00546167368764078,0.505689337759606,3.6,6,0,6,13,4,3,2,6,1,-4,-3,2.52408716958861,2.59666061844604,6.95584,0.545792,1.107776,0.00807575521726385,0.0059462173564721,0.613325733891629,3.3,2.01,-1,0,-1,0,0,0,0,0,4,-2,2,-3,1,3,-2,4,3,7,0.398950174214752,0.0603624615882579,-0.00224000000000002,-0.00480000000000003,0,-2.684992,-2.578496,-0.107636396132023,1.73,"2"
9,5,6,11,17,8,9,6,6,-1,0,-1,2.79651331661899,2.58714336844166,10.806013952,5.866653696,1.6041856,1.524175872,0.0198410947443703,0.00551656442076077,0.542906359556771,1.4,12,9,21,1,10,1,9,7,9,2,11,4.02200593551657,3.58014883304118,9.363167744,1.613443584,0.941417472,0.0100462529423641,0.0198410947443703,0.58314045919452,4.33,1.75,-9,5,-4,0,0,0,1,3.14670580009412,-4,-6,-10,1,0,5,-4,-3,-9,-12,-1.22549261889758,-0.993005464599516,0.662768128,-0.0892677119999998,0,-5.25043968,-3.496514048,-0.0402340996377486,1.99,"2"
3.8,16,15,31,18,20,32,17,28,-12,-11,-23,2.2317815833041,2.2571197839981,13.4390918122379,8.20509299432934,0.845518562303281,1.53874963686737,0.894715042206304,3.44013446045943e-06,0.610539246919765,2.05,32,29,61,5,27,18,31,23,9,8,17,5,4.846223835676,9.0576621765218,1.93951857088855,1.3154976632774,0.124930212198582,0.0655462027180243,0.616516133674413,3.6,1.75,-2,2,0,0,0,1,0,3.23711294476436,-13,-17,-30,-3,1,-1,1,-20,-20,-40,-2.7682184166959,-2.5891040516779,-0.469979100974116,-0.400768934021176,0,-1.25259536639023,-0.852569182192461,-0.00597688675464836,2.06,"0"
1.44,12,22,34,9,11,8,20,14,3,6,9,4.1207815123373,4.01284702780597,13.051970259905,7.39295734263191,0.84944786147902,1.05629518273831,0.164383107256217,0.0765355454239115,0.566424623671008,8,5,2,7,20,7,20,3,27,-13,-24,-37,0.674480030248684,0.936124829461099,4.3029284737268,0.468386621073059,1.68719758875484,0.229415106961036,2.02977604634498e-05,0.511605259677639,4.2,1.87,1,0,1,0,0,0,0,2.15301109105597,10,17,27,-16,5,0,7,27,19,46,3.44630148208862,3.07672219834487,-0.83774972727582,0.587908561665253,0,4.64132867182196,3.09002886890511,0.0548193639933695,1.87,"1"
9.5,19,6,25,17,15,23,8,29,-8,-21,-29,1.60793519742454,1.72615337670114,12.7792374947453,4.13353524901967,0.921939323517374,1.82247039878021,0.782704538241868,0.000175126848157659,0.323457111640608,1.36,37,28,65,3,42,12,40,26,30,14,44,5,4.93666116876267,7.60792317916206,3.72163746140949,1.4599701669317,0.0141380025779866,0.722527353642072,0.434405060136259,5.25,1.49,-2,2,0,0,0,0,0,1.9729670452557,-9,-31,-40,-11,-17,-4,-13,-22,-51,-73,-3.39206480257546,-3.21050779206153,-0.538030843414323,-1.89916706262928,0,-4.73419381007354,-3.47438793014239,-0.110947948495651,2.5,"2"
1.25,38,28,66,4,34,10,23,26,24,-3,21,4.89,4.91985662206479,14.7306096640528,4.58456857001661,1.38731936880095,1.15200276324894,0.0217911795251816,0.225372655539439,0.311227347310979,11,23,16,39,15,23,28,19,32,-5,-13,-18,3.10467298346476,2.64760338013236,3.60154112271506,1.81621984467074,1.2529382163404,0.926584531468336,2.43008312593295e-05,0.333948323314445,5.75,1.61,1,-4,-3,1,0,1,0,3.07940875881865,22,5,27,2,-9,-5,3,37,2,39,1.78532701653524,2.27225324193243,0.134381152460549,-0.664217081421798,0,3.94588379099052,0.983027447301557,-0.0227209760034664,2.3,"0"
2.1,4,15,19,7,4,6,11,3,-2,8,6,3.44862809435397,3.18956627063093,9.816319488,4.364502528,1.386228736,1.043794432,0.0149768440598667,0.0108347144364362,0.444617000631999,3.5,7,7,14,4,3,1,7,10,2,-3,-1,2.91037034698289,2.87563068621494,3.050693632,0.893438464,1.494587904,0.0149768440598667,0.0120342322847238,0.368454633916606,3.2,2.04,-2,1,-1,0,0,1,0,3.31669059559586,-3,8,5,-6,-1,10,0,1,6,7,0.538257747371082,0.313935584415991,-0.108359168,0.150355968,0,1.536620032,1.313808896,0.0761623667153933,1.71,"2"
1.8,0,0,0,18,0,0,0,1,0,-1,-1,2.43,2.486,1.2,0.6,0,0.2,0.00153381067932446,0.0014663191470429,0.5,4.33,3,0,3,11,2,1,0,0,1,0,1,2.675,2.535,1.6,0.4,0.2,0.00153381067932446,0.0014663191470429,0.666666666666667,3.4,2.04,7,-2,5,1,0,1,0,3.43256331890207,0,-3,-3,0,0,-1,-1,0,-2,-2,-0.245,-0.0489999999999999,-0.2,-0.2,0,-1.2,-1,-0.166666666666667,1.7,"2"
3.75,20,19,39,8,21,16,17,16,5,1,6,3.92175821786832,3.78055582742653,17.1486723023675,5.25870620095029,1.53753210870459,1.52736108956357,0.307108075601575,0.0668703238465938,0.306653839331006,2.05,37,19,56,4,42,12,28,23,30,5,35,5,4.87629134523959,7.90609995930089,3.23757316681541,1.67962923228847,0.0398663678237249,0.474734299939912,0.428015076049195,3.75,1.58,-1,4,3,0,0,0,0,2.9731407232563,1,-18,-17,-2,-12,5,-26,0,-29,-29,-1.07824178213168,-1.09573551781305,-0.142097123583877,-1.71021207725184,0,-1.32287321485668,-2.6473937583506,-0.121361236718189,2.33,"2"
2.1,29,22,51,9,23,13,23,25,10,-2,8,4.55814823960212,4.02097729629325,10.065153996458,4.74428881786119,1.48602244837349,0.68319719521263,0.366604297073674,0.000335462627902512,0.471357797360155,3.6,33,21,54,8,29,19,23,26,10,-3,7,4.39274596282558,4.05160021427805,5.7668214755017,1.12078065152536,0.682500350814401,0.285511713638319,0.000335462627902512,0.568505500088596,3.1,2,1,3,4,0,0,1,0,0,8,-11,-3,-3,-10,4,-4,13,-12,1,0.165402276776538,-0.0306229179848083,0.803522097559092,-0.437583456312728,0,-0.0786730634438104,-1.02253265764051,-0.0971477027284413,1.65,"0"
1.9,19,18,37,2,11,9,10,5,2,5,7,4.12221951467927,3.80065346460757,8.5557772203068,3.78192388490002,1.0406906094745,0.572036312941462,0.030636733293054,0.151829059429431,0.442031598943902,4,12,11,23,14,10,6,12,12,4,0,4,3.40201351770027,3.10378076573945,5.20601988266459,1.21435114354482,0.932335121922523,0.150799286393879,0.0222591971660572,0.552329979333992,3.25,1.71,3,3,6,0,0,0,0,0.767365247720406,8,6,14,-1,-3,4,-5,2,1,3,0.720205996978991,0.696872698868117,0.108355487551979,-0.642314830603354,0,-0.869783725963211,-1.42409599776457,-0.11029838039009,2,"1"
2.1,22,14,36,8,19,9,12,14,10,-2,8,3.83864334427855,3.59536783803042,9.9238628226329,5.17526740890314,1.11496591881438,0.656399579995608,0.270683359717943,0.0213864015611571,0.521497273934515,3.5,17,14,31,10,14,15,14,21,-1,-7,-8,3.26839609026466,3.14715571808638,4.91436643580261,1.23123542418322,1.65927224722905,0.367419879156076,0.0165726754017613,0.466910920148363,3.2,2.08,2,-2,0,0,0,1,0,0.558282790857822,8,-3,5,-2,-5,-3,0,17,-1,16,0.570247254013888,0.448212119944047,-0.544306328414673,-0.574835844187611,0,-0.601413463989491,0.260900973100526,0.0545863537861513,1.67,"1"
2.1,8,10,18,20,12,19,9,17,-7,-8,-15,2.37892341813666,2.11989166760231,13.1542788948338,4.60606366857163,1.52995383816413,1.2818559788009,0.320174573777276,0.00100275907825182,0.350157063370507,3.9,17,5,22,12,14,12,8,24,2,-16,-14,2.51272530706234,2.64379678134297,2.77544654950747,1.08904211782203,2.23019280438316,0.307108075601575,0.00484407001224897,0.24352278458633,3.4,2.24,5,4,9,0,0,0,0,2.08078436153894,3,-7,-4,-12,11,-3,3,9,-10,-1,-0.133801888925677,-0.523905113740657,-0.700238966219029,0.192813860978866,0,1.75720755211687,1.83061711906415,0.106634278784177,1.63,"1"
2.8,16,18,34,16,15,25,19,35,-10,-16,-26,2.87080185205126,2.42152958321394,11.5681388912667,6.76786766020648,1.25923895228922,1.20222421211792,0.950041130558528,9.73288694718894e-06,0.585043776170065,2.5,38,24,62,4,29,15,24,31,14,-7,7,4.78258326329131,4.56136733234547,6.20814502252739,1.63383703579359,1.26743486172265,0.0644270165483283,0.108067418634829,0.554300673317685,3.4,1.9,5,5,10,0,0,0,0,1.76182640307381,-8,-20,-28,-16,1,4,6,-3,-30,-33,-1.91178141124005,-2.13983774913154,-0.0081959094334374,-0.431612823675671,0,0.368179516565881,0.559722637679084,0.0307431028523806,1.88,"1"
2.1,12,1,13,14,4,0,3,14,4,-11,-7,2.45045812767286,2.47377957820139,12.4883115008,6.111525060608,0.4091232256,0.888002199552,0.0425851362887876,0.00722650328137646,0.489379613906692,3.5,10,7,17,9,5,5,8,11,0,-3,-3,2.86923572084215,2.68056955397737,3.161800507392,0.955455115264,0.9547142144,0.0370628970651166,0.0142642339089993,0.494282914380133,3.2,2.22,3,-6,-3,0,0,0,0,2.81903826060343,5,-9,-4,-7,-8,-2,9,7,-11,-4,-0.418777593169286,-0.206789975775982,-0.5455909888,-0.067452915712,0,6.091569037312,2.949724553216,-0.0049033004734414,1.58,"1"
2.89,33,15,48,8,27,21,15,33,6,-18,-12,3.53687713361846,3.14212575497478,9.17688897169156,3.19248822989365,1.23789570295347,0.817748897090926,0.603505575427041,3.98654708885524e-05,0.347883497309566,2.62,19,14,33,18,20,25,16,30,-5,-14,-19,2.50926053806283,2.41966303268272,4.6718950794249,1.07999609475396,1.52997102816157,0.991563565912809,8.27522273027663e-09,0.423919709617321,3.29,2.15,7,5,12,1,0,0,0,2.98293035058146,19,-4,15,-3,5,-10,13,20,-13,7,1.02761659555564,0.722462722292059,-0.292075325208094,-0.262247197663035,0,-1.84381842509896,-1.47940684953125,-0.0760362123077544,1.7,"0"
2.2,4,1,5,12,1,0,3,7,1,-4,-3,2.4239937544296,2.43689601295268,7.112,3.60704,0.5904,0.9168,0.00595530879829417,0.00326335327597615,0.507176602924634,3.3,6,4,10,8,8,3,2,1,5,1,6,3.14028891623133,2.76059352069013,3.32,1.41376,0.53792,0.0057921599998313,0.00326335327597615,0.437800658283399,3.1,2.06,-3,6,3,0,0,0,0,0.267248149585736,0,-5,-5,0,-2,0,-1,0,-9,-9,-0.71629516180173,-0.323697507737451,0.05248,-0.49696,0,-0.47136,0.28704,0.069375944641235,1.68,"2"
1.36,42,38,80,1,31,7,37,20,24,17,41,5,4.98518187920695,11.3441342693893,4.1025380636713,1.58163330313089,0.599422628484614,0.000616025485807654,0.9559974818331,0.361643997351255,10,18,24,42,11,19,25,23,22,-6,1,-5,3.83558647199517,3.55897520386046,3.58464130245343,1.36931781853712,1.39111477547918,0.531631044532349,0.00295280415237345,0.300182800626209,5.25,1.78,3,-3,0,0,1,0,0,0.134485737463123,18,20,38,9,-16,12,1,23,23,46,1.16441352800483,1.42620667534649,0.190518527651706,-0.769895190052502,0,-0.59739367616768,0.517896761217868,0.0614611967250459,2.03,"1"
1.18,21,15,36,1,18,3,16,10,15,6,21,4.8311090392613,4.41197026187957,17.6196393273262,6.57978916103782,1.68470257772134,0.747690193911808,0.0141674874527709,0.0889216174593863,0.373434951692414,18,6,7,13,18,8,10,7,11,-2,-4,-6,2.37753097461905,2.48231100725,1.96055116722995,0.577926551175168,1.20330858070016,0.0889216174593863,0.00499159390691022,0.225336205780543,8,1.59,4,-4,0,0,1,1,0,2.27132513260981,14,9,23,7,-4,6,2,19,8,27,2.45357806464224,1.92965925462958,0.481393997021184,0.16976364273664,1,8.91907937763328,4.61923799380787,0.148098745911872,2.34,"1"
1.61,26,8,34,3,20,3,8,13,17,-5,12,4.31933902394798,3.79122121361567,17.6024828649312,9.75581084060796,1.67611438705467,0.417857480630458,0.107932418754039,0.101266461853883,0.554229247968428,6,19,17,36,5,14,8,10,8,6,2,8,4.31591215493914,3.72608607279196,5.20485015821137,1.57244623621527,0.648033569823838,0.131098601518782,0.0884781190420873,0.52289057573425,3.4,2.09,10,-2,8,0,1,0,0,0.450862998207882,9,-11,-2,12,-7,0,-1,15,-11,4,0.00342686900883926,0.0651351408237129,1.02808081723083,-1.15458875558481,0,7.64848789972715,4.55096068239659,0.0313386722341783,1.67,"1"
1.5,26,16,42,11,24,14,18,27,10,-9,1,3.96197137251144,3.93167982969516,7.92929524567368,4.20936566350842,1.06615643373944,1.80756712524999,0.467406684485619,0.000982903118148739,0.530862520954192,6.5,11,11,22,20,19,41,15,32,-22,-17,-39,1.13123083732362,1.54953629013649,5.71982070400684,0.80073192445287,2.81834757653187,0.696804775496035,8.13097419815544e-08,0.576112387090296,4.2,1.68,0,3,3,0,0,0,0,2.43971777649957,15,5,20,-8,-1,-23,8,27,13,40,2.83074053518782,2.38214353955867,-1.75219114279243,1.00683520079712,0,-1.99901185581961,-1.51045504049843,-0.0452498661361046,2.14,"0"
1.5,17,17,34,3,17,6,15,9,11,6,17,4.43778151917399,3.94219964835241,13.4802064903095,8.57067902278907,1.78724684922539,0.611757453358662,0.0533970381451971,0.161217644129777,0.635797309852061,6,19,3,22,15,15,8,2,10,7,-8,-1,3.14859744481338,2.93496619933452,6.9809011186362,1.25671775452529,1.10342892507339,0.155586169592454,0.0457300339002183,0.475420242235047,3.5,1.8,9,0,9,1,0,0,0,1.98092767897291,14,-2,12,7,4,7,-6,19,-1,18,1.2891840743606,1.00723344901789,0.683817924152,-0.644960301166625,0,-1.20343652374806,1.58977790415287,0.160377067617014,1.83,"1"
2.1,20,10,30,11,13,8,10,13,5,-3,2,3.43624017003001,3.37422478805313,12.7680108413527,7.47255883937873,1.23837634965473,1.43397152940554,0.300525634580123,0.0333732699603261,0.585256304386647,3.4,23,11,34,9,20,13,16,20,7,-4,3,3.99081416315115,3.76482298241849,6.46524112989974,1.37134390363159,1.60823901479152,0.283299680479047,0.0413782458009704,0.540269354707164,3.25,1.85,3,2,5,1,0,0,0,1.30059614908895,9,-13,-4,-7,-8,-3,-7,9,-10,-1,-0.554573993121143,-0.390598194365353,-0.369862665136782,0.0626276257739506,0,0.801311132086367,1.00731770947899,0.0449869496794827,1.85,"0"
8,11,12,23,10,8,11,14,18,-3,-4,-7,2.43525981452293,2.48705196290459,2.8,1.6,0,0.2,0.26948299202332,0.0457300339002183,0.571428571428571,1.5,28,19,47,2,24,4,10,6,20,4,24,5,4.62761638356788,10.7817218288568,1.35939853428095,0.119499598830137,0.0442984515814958,0.272531793034013,0.65843730510473,3.8,1.99,-5,8,3,0,0,0,1,0.270968215643459,-8,-16,-24,2,1,10,-6,-7,-24,-31,-2.56474018547707,-2.14056442066329,-0.119499598830137,-1.15939853428095,0,-13.5747128925842,-9.1817218288568,-0.0870087336761587,1.76,"2"
2.1,18,19,37,9,17,19,15,19,-2,-4,-6,3.52125159324148,3.79256679032557,16.4381471908197,5.81001256354912,0.620502866610007,2.12346087256631,0.303672471260291,0.073903137197556,0.353446924163928,3.9,11,17,28,10,12,21,15,15,-9,0,-9,2.81564265728565,2.85896084022421,3.72859992735624,0.974538158690809,1.4787620283267,0.529273482796821,0.00814785969767999,0.300438744862233,3.4,2,5,1,6,0,0,0,0,2.4803775181101,1,8,9,2,4,-6,7,-2,5,3,0.70560893595583,0.933605950101361,-0.858259161716688,1.1489227138755,0,4.02763093378363,2.08141263619288,0.0530081793016952,1.79,"1"
1.57,19,21,40,17,19,25,20,35,-6,-15,-21,3.47917475544886,2.77694218067489,12.8036088904107,7.41143530253215,1.6459129294651,0.769423495755471,1,6.1135679663714e-06,0.578855177939944,6,12,13,25,20,19,43,19,36,-24,-17,-41,1.44871411782385,1.40722121786537,5.3140385603612,0.967979796255895,2.05039516734745,0.556100883773209,4.49634946228087e-09,0.531859415497061,4,1.59,1,-1,0,0,0,0,0,1.09131788646618,6,9,15,-17,6,-23,16,11,9,20,2.030460637625,1.36972096280952,-0.404482237882356,-0.198556300500424,0,2.81217430163905,2.09739674217094,0.0469957624428839,2.26,"1"
